,Food,Fodder,Fuelwood,Water,Coal,Oil,Natural Gas,Primary electricity
,,,,Wind,,,,
,,,,,,,,
1987,2,0,0,0,39.5,31.3,24.4,2.8
1988,2,0,0,0,38.2,33.5,23.2,3.2
1989,2,0,0.3,0,37.3,34.4,22.5,3.5
1990,1.9,0,0.3,0,37.1,34.4,23.1,3.2
1991,1.8,0,0.3,0,35.9,34,24.5,3.5
1992,2,0,0.4,0,34.1,34.9,24.7,3.8
1993,2,0,0.5,0,29.6,35.3,28.4,4.3
1994,2,0,0.7,0,28.2,35.2,29.6,4.4
1995,2,0,0.7,0,26.5,34.8,31.6,4.4
1996,2.1,0,0.7,0,23.5,34.1,35.2,4.4
1997,2.3,0,0.8,0,21.3,33.7,37.3,4.6
1998,2.2,0,0.8,0,21,33.1,38.3,4.5
1999,2.2,0,0.8,0,18.6,33.1,40.9,4.4
2000,2.1,0,0.8,0,19.6,32.3,41.3,3.9
2001,2.1,0,0.8,0,19.6,32.3,41.3,3.9
2002,2.1,0,1,0,20.4,32.2,40.4,3.9
2003,2.1,0,1.2,0,19.1,32.9,40.8,3.8
2004,2.1,0,1.3,0,20.2,32.7,40.2,3.5
2005,2.1,0,1.4,0,19.3,32.9,40.9,3.5
2006,2.1,0,1.6,0,19.8,33.2,39.8,3.6
2007,2.3,0,2,0,19.9,30.8,41.8,3.2
2008,2.4,0,2.2,0,18.5,30.5,43.2,3.1
