,Food,Fodder,Fuelwood,Water,Coal,Oil,Natural Gas,Primary electricity
,,,,Wind,,,,
,,,,,,,,
1955,5.9,1.5,0.9,0.1,69.6,21.2,0.8,0.1
1956,5.3,1.2,0.7,0.1,66.4,25.4,0.8,0
1957,5.3,1.2,0.7,0.1,62.9,29.1,0.8,0
1958,5.6,1.2,1,0,59.3,31.8,1,0.1
1959,5.4,1.1,0.9,0,53,38.3,1.1,0
1960,5.2,1,0.9,0,50.5,40.8,1.5,0
1961,5.4,1,0.9,0,51.9,38.6,2.1,0
1962,5,0.8,0.6,0,49,42.4,2.1,0
1963,4.5,0.7,0.5,0,46.3,45.9,2.2,0
1964,4.4,0.6,0.5,0,41.9,49.8,2.8,0
1965,4.3,0.5,0.4,0,36.5,52.9,5.4,0
1966,4,0.4,0.4,0,30.6,55.3,9.3,-0.1
1967,4,0.3,0.4,0,25.2,53.7,16.5,-0.1
1968,3.6,0.2,0.3,0,21,51,24,-0.1
1969,3.4,0.2,0.3,0,17.6,45.5,33,0
1970,2.9,0.1,0.2,0,12.1,45,39.6,0
1971,2.8,0.1,0.2,0,8.8,38.3,49.8,-0.1
1972,2.6,0.1,0.2,0,6.1,33.1,58.2,-0.2
1973,2.5,0.1,0.1,0,4.9,31.8,60.6,0
1974,2.4,0.1,0.2,0,5.3,30.2,61.7,0.3
1975,2.7,0.1,0.2,0,5.3,20.1,71.2,0.5
1976,2.4,0,0.2,0,4.9,25.5,66.4,0.6
1977,2.4,0,0.7,0,5,24.8,66.4,0.7
1978,2.4,0,0.7,0,5.3,26.7,64.2,0.7
1979,2.1,0,0.6,0,5.8,33.7,57.2,0.5
1980,2.3,0,0.6,0,6.8,32.5,57.2,0.6
1981,2.6,0,0.6,0,9.4,26,60.7,0.6
1982,2.8,0,0.7,0,10.3,22.8,62.1,1.2
1983,2.7,0,0.7,0,8.6,22.4,64.1,1.4
1984,2.5,0,0.6,0,11.4,22.4,61.9,1.1
1985,2.5,0,1.1,0,11.7,17.8,65.4,1.4
1986,2.4,0,1.3,0,10.8,22.9,61.7,0.9
1987,2.4,0,1.5,0,12.1,17.8,65.1,1.1
1988,2.5,0,2.3,0,14.2,19.6,60,1.5
1989,2.5,0,2,0,13.9,19.9,60.4,1.4
1990,2.4,0,2,0,15.8,18.8,59,1.9
1991,2.3,0,2.1,0,14,18.3,61.6,1.8
1992,2.4,0,2.2,0,13.4,19.3,60.9,1.8
1993,2.4,0,2.4,0,13.9,15.7,63.4,2.1
1994,2.3,0,3.3,0,14.7,19.6,58.1,2
1995,2.3,0,4.1,0,15,16.7,59.8,2.2
1996,2.1,0,4.5,0,13.6,18.1,59.7,1.9
1997,2.2,0,4.6,0,16.3,17.5,57.5,2
1998,2.3,0,5.2,0,14,17.5,58.9,2.1
1999,2.3,0,6.2,0,12.1,16.5,59.7,3.1
2000,2.2,0,6.8,0,12.8,19.9,55.4,2.9
2001,2.1,0,6.9,0,13.1,20,55.2,2.7
2002,2.1,0,7.4,0,13,19.9,55,2.5
2003,2.1,0,7.2,0,13.3,20.6,54.2,2.6
2004,2.1,0,7.9,0,12.8,20.5,54.2,2.5
2005,2.1,0,9.5,0,12.1,21.1,52.3,2.8
2006,2.1,0,9.9,0,11.8,21,51.9,3.3
2007,2.2,0,10.1,0,12.9,20.2,51.5,3.1
2008,2.2,0,10.4,0,13,19.1,52.3,2.9
